SNName,TNSName,DiscDate,RA,Dec,Redshift,PeakMag,PeakMagV,PeakMagg,Offset,Type,HostName,DiscoveredBy,Recovered
2020mtk,2020mtk,2020/06/16.259,'12:05:47.654,-31:46:13.79,0.023413,16.7,---,16.19,0.6,Ia,WISEA J120547.82-314615.3,ATLAS,Yes
2020mvk,2020mvk,2020/06/17.316,'13:35:45.687,-30:52:30.35,0.01503,16.4,---,15.5,18.99337547,II,ESO 444- G 075,ATLAS,Yes
2020nac,2020nac,2020/06/18.392,'00:43:24.643,+50:40:28.06,0.017409,18,---,---,12.8,Ib,UGC 00460,ZTF,No
2020naj,2020naj,2020/06/19.215,'13:59:39.066,+29:42:36.44,0.05,17.9,---,17.278,0.4,Ia,WISEA J135939.02+294236.7,ZTF,Yes
2020nap,2020nap,2020/06/17.658,'12:07:08.814,+16:55:16.21,0.022,17.6,---,---,4.6,II,UGC 07104,Gaia,No
2020nco,2020nco,2020/06/20.469,'00:08:18.984,+08:07:16.55,0.0178,17.9,---,---,1.1,II,WISEA J000818.95+080715.5,ZTF,No
2020nef,2020nef,2020/06/19.255,'15:19:59.141,+20:42:47.40,0.041,18,---,17.14,0.2,Ia,WISEA J151959.13+204247.4,ZTF,Yes
2020nif,2020nif,2020/06/24.195,'13:04:13.743,-10:21:03.56,0.010374,14.7,---,15.25,42.06913245,II,NGC 4939,ZTF,Yes
2020njz,2020njz,2020/06/24.592,'02:01:51.014,-10:28:11.88,0.015724,17.2,---,---,9.156259116,Ic,MCG -02-06-017,ATLAS,No
2020nku,2020nku,2020/06/23.364,'08:21:04.303,-22:30:50.65,0.02,16.9,---,---,3.1,IIn,WISEA J082104.49-223051.3,Gaia,No
2020nlb,2020nlb,2020/06/25.251,'12:25:24.181,+18:12:12.52,0.002432,12,---,12.5,43.14,Ia,MESSIER 085,ATLAS,Yes
2020noe,2020noe,2020/06/27.176,'10:19:06.550,+34:39:14.41,0.0155,17.6,---,---,5.1,IIP,UGC 05567 ,ZTF,No
2020noz,2020noz,2020/06/22.273,'12:29:00.258,+07:50:58.35,0.025,16.8,---,16.74,8.1,IIn,VCC 1152,PS1,Yes
2020npb,2020npb,2020/06/23.307,'17:59:58.223,+44:51:45.50,0.038,17.3,---,---,31.0128054,Ia,UGC 11088,ZTF,No
2020nti,2020nti,2020/06/29.169,'02:41:03.980,+16:58:13.00,0.028,17.9,---,16.7,14.5,Ia,2MFGC 02125,MASTER,Yes
2020ntl,2020ntl,2020/06/30.088,'21:48:25.925,-01:40:24.10,0.027,17.5,---,16.51,8.4,II,UGC 11814,GOTO,Yes
2020nus,2020nus,2020/06/30.595,'02:55:58.298,+38:06:38.95,0.055,17.8,---,---,25.4,Ia,UGC 02394,ATLAS,No
2020nva,2020nva,2020/06/30.595,'02:46:06.536,+37:58:21.36,0.05,17.9,---,---,11.7,Ia,WISEA J024605.78+375828.9,ATLAS,No
2020nvb,2020nvb,2020/07/01.549,'12:28:58.790,+03:34:22.09,0.002939,11.8,---,12.33,8.648633579,Ia,NGC 4457,Koichi Itagaki,Yes
2020nvw,2020nvw,2020/07/02.329,'15:14:19.664,+39:55:51.78,0.03,17.9,---,17.29,3.2,II,SDSS J151419.62+395548.6,ATLAS,Yes
2020nyb,2020nyb,2020/07/03.365,'01:59:08.115,+86:40:34.26,0.015527,17.9,---,---,10.7,II,UGC 01285,ZTF,No
2020oao,2020oao,2020/07/02.479,'01:43:49.835,+30:21:14.00,0.054,17.6,---,---,0.6,Ia,WISEA J014349.89+302113.7,ZTF,No
2020obd,2020obd,2020/07/06.581,'02:28:35.908,-10:32:18.81,0.0194,17.3,---,17.55,20.26306414,II,NGC 0945,ATLAS,No
2020ocz,2020ocz,2020/07/07.350,'05:10:44.199,-31:35:37.61,0.0032,15.6,---,15.767,37.38981758,II,UGCA 103,Gaia,Yes
2020ogn,2020ogn,2020/07/09.522,'20:48:15.000,-19:51:00.23,0.027,17.1,---,16.773,2.3,Ia,ESO 597- G 036,ATLAS,Yes
2020ogs,2020ogs,2020/07/09.510,'02:17:05.600,+33:44:50.06,0.04106,17.6,---,---,6,Ia,WISEA J021705.48+334443.7,ATLAS,No
2020oha,2020oha,2020/07/10.208,'11:24:10.054,+61:09:57.26,0.04721,17.4,---,17.288,11.55387849,Ia,WISEA J112409.71+611008.1,ZTF,Yes
2020ohg,2020ohg,2020/07/10.108,'17:37:11.010,-74:22:58.00,0.01724,16,---,15.65,13.50098299,Ia,IC 4654,Duszanowicz,Yes
2020oi,2020oi,2020/01/07.542,'12:22:54.925,+15:49:25.05,0.005,13.2,---,14.47,6.654542769,Ic,MESSIER 100,ZTF,Yes
2020onu,2020onu,2020/07/10.591,'01:11:27.782,-17:22:05.60,0.044,17.5,---,---,10.9,Ia,WISEA J011128.17-172156.1,ATLAS,Yes
2020onv,2020onv,2020/07/11.537,'23:16:46.009,-23:18:37.33,0.095,17.9,---,17.467,4.6,Ia-CSM,WISEA J231646.31-231839.9,ATLAS,No
2020orw,2020orw,2020/07/12.475,'01:08:23.609,+33:08:01.48,0.015651,17.4,---,15.54,1.926773802,Ia,NGC 0392,ZTF,Yes
2020pni,2020pni,2020/07/16.198,'15:03:49.964,+42:06:50.52,0.016872,16.2,---,16.56,7.663584963,II,UGC 09684,ZTF,Yes
2020pnn,2020pnn,2020/07/15.271,'18:04:04.745,+22:02:13.55,0.0165,18,---,17.438,1.8,II,WISEA J180404.65+220214.4,ZTF,Yes
2020ppe,2020ppe,2020/07/15.460,'00:39:35.979,+06:39:50.80,0.0388,17.7,---,---,1.1,Ia,WISEA J003936.06+063951.2,ZTF,Yes
2020pst,2020pst,2020/07/17.460,'01:13:12.038,+02:17:01.82,0.046,17.9,---,---,5.2,Ia,UGC 00768,ZTF,Yes
2020pub,2020pub,2020/07/19.732,'10:37:35.450,-22:42:19.80,0.011,15.4,---,---,3.3,II,GALEXASC J103735.23-224218.4,MASTER,No
2020qav,2020qav,2020/07/21.081,'02:54:39.977,+14:29:54.57,0.044738,18,---,---,5.7,Ia,WISEA J025439.61+142952.3,Gaia,No
2020qbu,2020qbu,2020/07/22.595,'01:33:53.391,-13:04:49.01,0.02,17.9,---,---,4.38,Ic,WISEA J013353.69-130448.7,ATLAS,No
2020qdl,2020qdl,2020/07/23.565,'01:50:43.223,-21:46:21.11,0.02,17.7,---,15.11,3.5,Ia,GALEXASC J015043.21-214624.2,ATLAS,Yes
2020qgq,2020qgq,2020/07/25.129,'01:08:51.349,+17:03:08.43,0.036,17.4,---,17.286,1.9,Ia,WISEA J010851.44+170309.8,GOTO,Yes
2020qim,2020qim,2020/07/26.883,'17:22:43.515,+62:09:39.82,0.028,17.7,---,---,18.2,II,NGC 6365A,GOTO,No
2020qjy,2020qjy,2020/07/27.175,'15:32:43.148,+27:31:18.68,0.0678,17.7,---,---,2.2,Ia,WISEA J153243.24+273120.3,ZTF,Yes
2020qmp,2020qmp,2020/07/24.574,'12:08:44.443,+36:48:17.27,0.003,14.1,---,14.88,26.41801457,II,UGC 07125,PGIR,Yes
2020qrz,2020qrz,2020/08/04.218,'17:16:27.130,+43:20:33.94,0.02638,17,---,16.89,1.9,Ia,CGCG 225-091,ZTF,Yes
2020rcq,2020rcq,2020/08/09.168,'11:57:14.680,+49:17:32.00,0.002597,11.8,---,---,42.00716514,Ia,UGC 06930,ZTF,Yes
2020rgz,2020rgz,2020/08/13.221,'18:12:01.059,+51:43:28.56,0.0285,17.1,---,16.83,3.3,Ia,WISEA J181201.42+514329.2,ZTF,Yes
2020ric,2020ric,2020/08/12.035,'03:23:48.897,-14:24:58.28,0.04201,17.4,---,17.213,2.1,Ia,WISEA J032348.79-142457.6,Gaia,Yes
2020rqk,2020rqk,2020/08/19.246,'16:00:58.450,+70:36:15.05,0.0239,16.1,---,16.02,12.59598826,Ia,UGC 10157,ATLAS,Yes
2020rql,2020rql,2020/08/19.245,'15:49:08.629,+68:02:38.11,0.03,16.8,---,---,3.54,Ia,WISEA J154908.48+680233.2,ATLAS,No
2020rsl,2020rsl,2020/08/16.216,'18:11:01.402,+53:27:57.96,0.046,16.6,---,---,41.88,Ia,WISEA J181106.10+532757.5,ZTF,No
2020rth,2020rth,2020/08/19.604,'03:28:27.252,-05:15:16.35,0.0184,17.4,---,16.99,2.9,II,KUG 0325-054,PS1,Yes
2020rue,2020rue,2020/08/20.309,'07:18:00.696,+39:50:12.63,0.015,18,---,---,7.4,II,SDSS J071800.86+395005.5,Gaia,No
2020rws,2020rws,2020/08/23.449,'03:39:59.244,-04:03:59.88,0.052,17.8,---,17.26,6,Ia,WISEA J033959.13-040404.8,ZTF,No
2020rxv,2020rxv,2020/08/03.454,'04:29:25.935,+16:34:14.32,0.013786,16.4,---,---,44.88,Ia,WISEA J042922.82+163411.8,ZTF,No
2020rzx,2020rzx,2020/08/22.476,'03:26:29.677,+33:44:54.86,0.045,17.8,---,17.19,14.94,Ia,WISEA J032630.59+334504.4,ZTF,No
2020saf,2020saf,2020/08/25.288,'18:06:27.839,+46:32:27.57,0.027035,16.6,---,16.172,4.197164154,Ia,CGCG 254-016,ZTF,Yes
2020scc,2020scc,2020/08/20.915,'09:14:09.003,+40:04:40.87,0.008483,13.7,---,16.17,135.9552393,Ia,NGC 2782,XOSS,Yes
2020se,2020se,2020/01/11.109,'03:37:48.714,+03:16:19.70,0.031789,16.2,---,17.42,15.44166181,Ia,IC 1967,ZTF,Yes
2020sff,2020sff,2020/08/23.429,'03:36:56.510,+02:46:48.87,0.042,17.6,---,17.15,9.48,Ia,WISEA J033656.52+024639.1,ZTF,No
2020sgg,2020sgg,2020/08/30.598,'04:58:13.606,-20:21:27.26,0.022742,16.2,---,---,22.0056101,Ia,NGC 1716,ATLAS,No
2020shb,2020shb,2020/08/28.322,'17:47:53.835,+17:03:05.58,0.0131,17.5,---,17.296,3.1,II,WISEA J174753.68+170303.4,ATLAS,No
2020sjo,2020sjo,2020/08/31.473,'04:26:21.940,-10:05:55.80,0.031141,16.8,---,16.72,20.60441654,Ia,NGC 1575,ZTF,Yes
2020slh,2020slh,2020/09/01.855,'08:05:22.126,-12:52:44.15,0.023,17,---,---,10,Ia,CGMW 1-2109,Gaia,No
2020sme,2020sme,2020/09/04.384,'02:44:20.816,+14:55:16.63,0.0468,17.4,---,17.28,8.2,Ia,WISEA J024420.64+145508.5,ZTF,Yes
2020spq,2020spq,2020/09/05.617,'06:45:45.641,-31:14:05.44,0.013,15.1,---,14.36,20.84001419,Ia,ESO 427- G 006,ATLAS,Yes
2020ssf,2020ssf,2020/09/06.252,'23:38:40.872,+15:57:14.55,0.01335,13.6,---,14.68,5.210789714,Ia,NGC 7722,ZTF,Yes
2020stp,2020stp,2020/09/07.168,'20:10:31.029,-16:51:34.83,0.05,17.7,---,17.58,4.1,Ia,WISEA J201031.10-165138.8,ZTF,No
2020svn,2020svn,2020/09/08.550,'03:58:10.696,-08:49:00.77,0.028913,17.6,---,17.1,15.6,IIn,WISEA J035810.42-084916.5,ATLAS,Yes
2020swy,2020swy,2020/09/09.461,'01:23:55.561,-38:00:49.54,0.032,17.4,---,16.84,6.632690124,Ia,ESO 296-IG 017,ATLAS,Yes
2020syb,2020syb,2020/09/10.493,'05:33:50.181,-13:21:17.85,0.02897,16.8,---,16.25,1.393613952,Ia,MCG -02-15-004,ZTF,Yes
2020szr,2020szr,2020/09/11.461,'23:09:33.094,+15:39:33.38,0.025281,17,---,17.02,25.25041731,Ia,UGC 12395,ATLAS,Yes
2020szs,2020szs,2020/09/11.403,'21:34:09.011,+08:46:46.86,0.0224,17.9,---,17.31,4.6,II,CGCG 402-005,ATLAS,Yes
2020tcw,2020tcw,2020/09/12.227,'15:28:17.096,+39:56:50.50,0.0645,16.3,---,16.03,1,SLSN-I,WISEA J152817.16+395650.3,ATLAS,Yes
2020tht,2020tht,2020/09/14.478,'01:10:54.443,-18:57:50.25,0.053,17.5,---,---,0.4,Ia,WISEA J011054.44-185749.8,PS1,No
2020tjd,2020tjd,2020/09/15.607,'05:46:04.979,-23:33:57.80,0.01,17.2,---,15.87,1.9,IIb,GALEXASC J054605.12-233357.5,ATLAS,Yes
2020tlf,2020tlf,2020/09/16.221,'14:40:10.034,+42:46:39.64,0.008,14.7,---,---,11.31129535,IIn,NGC 5731,ATLAS,Yes
2020tpf,2020tpf,2020/09/17.604,'05:25:06.954,-21:14:47.19,0.03,17.5,---,16.29,0.9,Ia,WISEA J052506.90-211447.0,ATLAS,Yes
2020tsc,2020tsc,2020/09/18.611,'08:07:53.306,-18:41:58.40,0.051,16,---,16.067,5.431668761,Ic-BL,MCG -03-21-003,ATLAS,No
2020ue,2020ue,2020/01/12.722,'12:42:46.765,+02:39:34.25,0.003,11.8,---,11.99,111.67,Ia,NGC 4636,Koichi Itagaki,Yes
2020uec,2020uec,2020/09/23.244,'21:09:48.527,+15:08:55.00,0.016,17,---,16.48,8.6,Ia,WISEA J210948.75+150847.2,ZTF,Yes
2020uek,2020uek,2020/09/23.444,'00:53:54.913,-31:05:36.80,0.031942,17.7,---,16.86,12.9,Ia,ESO 411- G 028,ATLAS,Yes
2020uem,2020uem,2020/09/22.602,'08:24:23.863,-03:29:19.11,0.045,16.5,---,---,8.1,IIn-pec,WISEA J082423.32-032918.6,ATLAS,No
2020uhn,2020uhn,2020/09/25.617,'09:12:12.766,+14:56:38.87,0.03,17.9,---,---,1.3,II,WISEA J091212.76+145640.1,ATLAS,No
2020ulf,2020ulf,2020/09/29.228,'16:01:40.884,+21:21:17.97,0.032,17.1,---,---,11.75790705,Ia,UGC 10138,ATLAS,No
2020uli,2020uli,2020/09/29.246,'19:32:51.790,-45:13:20.26,0.019,17.5,---,---,18.9,Ia,ESO 283- G 004,ATLAS,No
2020ult,2020ult,2020/09/29.408,'07:07:32.453,+48:54:00.77,0.020721,17.6,---,17.84,1,II,CGCG 234-056,ZTF,No
2020ulu,2020ulu,2020/09/29.416,'07:53:55.972,+64:33:04.66,0.04,18,---,---,6.1,Ia,WISEA J075355.50+643259.5,ZTF,No
2020unm,2020unm,2020/09/30.529,'09:24:16.283,+49:14:54.58,0.00898,16.7,---,---,3.677945097,Ia,NGC 2856,ZTF,No
2020uoo,2020uoo,2020/10/01.240,'16:13:46.237,+22:55:10.83,0.0319,17.4,---,---,3.7,Ia-91T,CGCG 137-064,ATLAS,No
2020uqx,2020uqx,2020/10/01.301,'21:47:18.474,+32:05:44.91,0.017,17.6,---,---,7.7,II,UGC 11812,ZTF,Yes
2020urj,2020urj,2020/10/02.463,'08:06:36.861,+10:27:26.85,0.041831,17,---,17.22,0.1,Ia,WISEA J080636.85+102727.8,ZTF,Yes
2020urk,2020urk,2020/10/02.468,'10:04:02.406,+53:17:49.45,0.047,17.7,---,---,9.2,Ia,SBS 1000+535,ZTF,No
2020urw,2020urw,2020/09/29.372,'23:07:03.689,-49:19:13.14,0.054,17.5,---,16.97,30.24,Ia,WISEA J230706.16-491855.2,ATLAS,No
2020ute,2020ute,2020/10/03.592,'08:29:30.145,+31:40:28.58,0.0183,17.5,---,---,3.664682995,II,CGCG 149-037,ATLAS,No
2020utf,2020utf,2020/10/03.430,'22:11:40.920,-18:59:41.31,0.0514,17.6,---,17.61,19.6,II,WISEA J221140.96-185921.4,ATLAS,No
2020uu,2020uu,2020/01/13.491,'15:55:45.375,+29:45:28.84,0.031,17.9,---,---,1.6,II,WISEA J155545.45+294527.7,ZTF,No
2020uxz,2020uxz,2020/10/05.573,'01:24:06.890,+12:55:17.26,0.008246,13.5,---,13.66,46.11066623,Ia,NGC 0514,Koichi Itagaki,Yes
2020uyn,2020uyn,2020/10/05.478,'19:10:25.440,+47:40:02.32,0.047,16.9,---,17.02,2.5,Ia-91T,WISEA J191025.19+474001.0,TMTS,Yes
2020uzq,2020uzq,2020/10/06.463,'23:34:00.199,-11:46:59.21,0.0117,17.9,---,17.19,1.2,II,MCG -02-60-001,ATLAS,Yes
2020var,2020var,2020/10/07.354,'22:04:06.856,-19:41:08.84,0.036532,17.9,---,17.13,2.3,Ia,ESO 601- G 013,ATLAS,Yes
2020vaw,2020vaw,2020/10/07.317,'19:50:37.204,+10:34:50.69,0.017,17.1,---,16.19,18.2,Ia,WISEA J195036.80+103507.7,ATLAS,Yes
2020vdz,2020vdz,2020/10/08.502,'08:37:16.051,-05:55:25.50,0.040822,17.3,---,16.64,9.2,Ia,WISEA J083716.21-055516.9,ZTF,Yes
2020vey,2020vey,2020/10/08.379,'04:01:16.143,+31:44:03.08,0.017869,16.4,---,16.56,10,Ia,WISEA J040116.60+314356.0,ZTF,Yes
2020vf,2020vf,2020/01/13.460,'12:11:37.007,+00:19:20.15,0.0203,17.4,---,15.63,1,Ia,WISEA J121137.06+001920.9,ZTF,Yes
2020vg,2020vg,2020/01/13.523,'11:48:54.440,-04:40:53.93,0.0087,15.6,---,17.02,6.506797161,II,IC 0738,ZTF,Yes
2020voh,2020voh,2020/10/09.374,'23:03:40.274,-36:01:40.07,0.01,17,---,16.68,2.46,II,WISEA J230340.56-360142.7,ATLAS,Yes
2020vwv,2020vwv,2020/10/11.577,'06:55:20.551,-36:22:47.23,0.033,17.1,---,17.11,4.9,Ia,WISEA J065520.41-362245.8,ATLAS,No
2020wgr,2020wgr,2020/10/13.463,'08:23:39.735,-00:10:05.99,0.034964,18,---,16.85,6.7,Ia,CGCG 004-010 NED01,ZTF,Yes
2020wnt,2020wnt,2020/10/14.398,'03:46:37.948,+43:13:45.31,0.032,17.5,---,17.05,3.2,I,WISEA J034638.04+431348.3,ZTF,Yes
2020wob,2020wob,2020/10/14.250,'23:13:37.128,+04:08:56.25,0.04,17.3,---,16.609,2.5,Ia,WISEA J231337.27+040857.3,ZTF,Yes
2020xih,2020xih,2020/10/18.505,'10:08:07.925,+19:25:33.98,0.0364,17.1,---,---,0.54,Ia,WISEA J100807.95+192533.9,ZTF,No
2020xqj,2020xqj,2020/10/18.692,'12:03:49.528,+29:43:01.56,0.010551,17.1,---,---,6.230704619,II,UGC 07041,Gaia,No
2020xsr,2020xsr,2020/10/17.451,'09:28:49.974,+46:39:12.13,0.064,18,---,---,0.1,Ia,WISEA J092849.94+463912.1,ZTF,No
2020xtz,2020xtz,2020/10/21.165,'18:11:51.097,+14:58:56.82,0.007612,14.1,---,14.08,3.100063278,Ia,NGC 6574,ZTF,Yes
2020xua,2020xua,2020/10/21.336,'22:51:22.175,+32:21:04.93,0.022,16.9,---,---,7.130284275,II,UGC 12218,ATLAS,Yes
2020xyw,2020xyw,2020/10/22.695,'07:28:07.980,-62:21:28.95,0.010834,15.4,---,14.86,21.52259455,Ia,IC 2200A,DLT40,Yes
2020yav,2020yav,2020/10/22.558,'07:27:59.031,+53:04:06.55,0.039,17.2,---,---,2.6,Ia,WISEA J072758.75+530407.2,ATLAS,No
2020ygv,2020ygv,2020/10/26.346,'07:48:36.882,-60:19:35.04,0.05,17.5,---,---,0.684818554,Ia,UGC 02730,Gaia,No
2020yjf,2020yjf,2020/10/28.521,'09:42:35.616,-03:29:24.62,0.055,16.7,---,16.13,2,Ia,WISEA J074837.12-601935.8,ZTF,Yes
2020yjv,2020yjv,2020/10/28.997,'10:40:21.263,-36:24:42.26,0.009,18,---,---,5.7,II,WISEA J094235.77-032920.4,Gaia,No
2020ykz,2020ykz,2020/10/31.303,'20:45:22.595,+30:29:23.97,0.01,17.5,---,---,8.2,II,NGC 3347A,ATLAS,No
2020ym,2020ym,2020/01/13.502,'12:23:04.312,-28:04:07.47,0.026,17,---,16.82,20.64,Ia,ALFAZOA J2045+3029,Gaia,Yes
2020ysl,2020ysl,2020/11/01.584,'08:05:42.075,-09:48:52.51,0.03,17.6,---,17.27,3.1,Ia,WISEA J122304.13-280405.7,ATLAS,No
2020yvt,2020yvt,2020/11/04.490,'10:03:51.823,+59:26:10.29,0.009969,17.6,---,16.56,11.8,IIb,WISEA J080541.58-094900.6,ZTF,Yes
2020yvu,2020yvu,2020/11/04.368,'23:00:59.870,+40:54:38.16,0.01,15.1,---,15.37,0.4,Ia,UGC 05408,ATLAS,Yes
2020ywo,2020ywo,2020/11/04.495,'11:53:57.774,+22:39:45.11,0.0475,17.4,---,17.097,9.8,II,WISEA J230100.68+405434.7,ZTF,Yes
2020ywx,2020ywx,2020/11/04.620,'11:53:26.217,+10:53:47.43,0.0217,16.5,---,17.18,1.7,IIn,WISEA J115357.67+223944.8,ATLAS,Yes
2020yzq,2020yzq,2020/11/07.523,'18:22:23.330,+23:28:32.20,0.01482,15.9,---,---,4,II,WISEA J115326.45+105347.2,XOSS,No
2020zad,2020zad,2020/11/08.254,'18:05:53.036,+34:01:14.48,0.024187,16.2,---,---,22.24615959,Ia,NGC 6628,ATLAS,Yes
2020zds,2020zds,2020/11/11.140,'18:51:09.902,+39:56:35.80,0.053987,17.7,---,---,13.6,Ia,UGC 11118,ZTF,No
2020zg,2020zg,2020/01/15.127,'04:02:36.393,-16:11:54.40,0.0557,17.9,---,17.819,9.8,Ic-BL,MCG +07-39-002,ZTF,No
2020zgl,2020zgl,2020/11/11.173,'23:28:01.143,-02:09:53.61,0.006501,14.4,---,15.16,4.1,Ib-pec,WISEA J040236.46-161152.0,ZTF,No
2020zgu,2020zgu,2020/11/12.411,'10:03:36.904,+45:17:56.91,0.041408,17.4,---,17.48,1.76536616,Ia,MRK 1131,ZTF,Yes
2020zj,2020zj,2020/01/07.503,'16:01:20.363,+16:40:39.86,0.03157,16.9,---,17.01,1.6,Ia,KUG 1000+455,ZTF,Yes
2020zkt,2020zkt,2020/11/12.481,'09:57:49.005,-13:37:46.13,0.02,17.5,---,16.48,13,Ia,CGCG 108-059,ZTF,Yes
2020zlz,2020zlz,2020/11/11.072,'19:59:54.905,-33:07:29.49,0.021,15.9,---,15.21,4.2,Ia,WISEA J095748.99-133742.5,Gaia,Yes
2020znj,2020znj,2020/11/10.440,'07:12:24.074,+15:35:30.43,0.0384,17.9,---,---,5.5,Ia,WISEA J195954.38-330733.8,ZTF,No
2020zu,2020zu,2020/01/16.189,'05:32:24.832,-27:24:38.13,0.07,18,---,17.94,0.36,Ia,WISEA J071224.03+153530.3,ZTF,No
2021ekf,2021ekf,2020/12/10.000,'04:22:26.560,-25:08:24.51,0.154,17.7,---,---,29,Ia-91T,WISEA J053224.10-272410.2,unknown,No
AT2018adg,AT2018adg,2018/03/08.523,'13:25:31.230,-14:21:05.21,0.022,17.4,---,---,1.2,Ic,APMUKS(BJ) B042021.32-251522.,PS1,No
AT2018avc,AT2018avc,2018/04/14.575,'22:55:38.354,-19:38:10.25,0.052,17.9,---,---,17.43263325,Ia,MCG -02-34-046,Gaia,No
AT2018bbl,AT2018bbl,2018/04/13.161,'22:56:54.610,-37:20:20.90,0.005979,17.4,---,---,2.9,II,WISEA J225538.35-193813.2,Stu Parker,No
AT2018cdc,AT2018cdc,2018/06/01.883,'00:51:05.250,-07:03:47.29,0.005837,15.9,---,---,29.38413771,II,NGC 7421,DLT40,No
AT2018cqg,AT2018cqg,2018/06/16.660,'03:21:13.767,-57:13:31.26,0.02,17.4,---,---,20.1,Ibc,NGC 0275,Gaia,Yes
AT2018cuf,AT2018cuf,2018/06/23.662,'21:16:11.570,-64:28:57.27,0.0108,16.9,---,16.94,15.5,II,WISEA J032115.62-571328.1,DLT40,Yes
AT2018gjx,AT2018gjx,2018/09/15.820,'02:16:15.550,+28:35:28.70,0.00999,15.8,---,---,67.16800234,IIb,IC 5092,XOSS,Yes
AT2018hqm,AT2018hqm,2018/10/28.181,'22:47:37.560,+39:52:50.16,0.017062,17.1,---,---,30.82357485,IIn,NGC 0865,CRTS,No
AT2018lra,AT2018lra,2018/12/29.346,'06:09:25.170,-47:32:48.60,0.028,17.9,---,16.88,6.35573238,Ia,UGC 12188,MASTER,No
AT2019bm,AT2019bm,2019/01/02.594,'11:57:16.349,+36:24:58.71,0.021,15.8,---,15.71,0.84,Ia,WISEA J060925.27-473249.6,ATLAS,Yes
AT2019bqe,AT2019bqe,2019/03/07.810,'09:59:39.940,+35:23:42.20,0.017159,17.3,---,---,40.47940109,Ia,UGC 06929,XOSS,No
AT2019byw,AT2019byw,2019/03/15.482,'17:05:08.591,+07:59:26.05,0.030758,17.7,---,17,17.51072891,Ia,NGC 3074,ZTF,Yes
AT2019bzl,AT2019bzl,2019/03/16.335,'12:37:11.426,-17:45:28.53,0.03,17.9,---,16.64,1.3,Ia,WISEA J170508.65+075924.3,ZTF,Yes
AT2019hxc,AT2019hxc,2019/06/21.248,'11:35:22.843,-21:42:54.91,0.012158,17.2,---,16.65,4.02,Ia-91T,WISEA J123711.58-174531.7,ATLAS,Yes
AT2019lkw,AT2019lkw,2019/07/17.194,'17:05:09.119,+33:26:33.35,0.07,17.9,---,---,8.611678342,II,ESO 571- G 006,ZTF,No
AT2019mrw,AT2019mrw,2019/08/05.476,'23:41:16.809,+25:33:00.10,0.034,17.9,---,17.02,0.4,Ia,WISEA J170509.08+332632.3,ZTF,Yes
AT2019oyw,AT2019oyw,2019/08/29.868,'02:58:10.510,-08:57:27.20,0.0785,14.7,---,---,10.8,Ic-BL,KUG 2338+252,MASTER,No
AT2019rta,AT2019rta,2019/10/03.429,'08:28:49.302,+75:19:41.06,0.027,18,---,---,8.7,IIb,2MASX J02581029-0857189,ZTF,No
AT2019syz,AT2019syz,2019/10/20.511,'12:26:05.324,+68:01:05.82,0.038,17.7,---,---,0.6,Ia,KUG 0822+754,ZTF,No
AT2019tqr,AT2019tqr,2019/10/29.515,'11:16:28.166,+29:11:22.33,0.038,18,---,---,3.3,Ia,WISEA J122604.76+680111.1,ZTF,No
AT2020cgu,AT2020cgu,2020/02/11.172,'07:27:48.242,+20:24:05.39,0.027189,17.7,---,---,13.3,Ic,CGCG 156-043 NED02,ZTF,No
AT2020cxd,AT2020cxd,2020/02/19.531,'17:26:29.263,+71:05:38.65,0.0039,17.7,---,---,12.7,II,UGC 03862,ZTF,Yes
AT2020gcv,AT2020gcv,2020/04/09.581,'21:31:21.623,+09:25:47.57,0.028396,17.9,---,---,12.6,II,NGC 6395,ATLAS,No
AT2020lid,AT2020lid,2020/05/29.587,'00:20:00.785,-06:20:04.39,0.014,17.7,---,---,9.6,Ib,CGCG 401-029,ATLAS,No
AT2020nej,AT2020nej,2020/06/22.157,'02:37:17.570,+07:17:36.10,0.02168,17,---,---,11.2,Ia,MCG -01-02-001,MASTER,No
AT2020ntu,AT2020ntu,2020/06/29.976,'23:33:17.850,-67:42:48.40,0.038,16.8,---,16.471,63.5,Ia,NGC 0997,MASTER,No
AT2020nxt,AT2020nxt,2020/07/03.537,'22:37:36.235,+35:00:07.66,0.022,17.2,---,15.852,2.5,Ibn,GALEXASC J233317.41-674249.0,ATLAS,Yes
AT2020nze,AT2020nze,2020/07/03.306,'03:12:25.536,+19:15:10.40,0.03,17.3,---,17.19,4.5,Ia,WISEA J223736.70+350006.5,Gaia,No
AT2020ydk,AT2020ydk,2020/04/02.579,'03:25:52.380,+40:44:56.10,0.012582,13.9,---,---,26.88,SN,ARK 098,MASTER,No
AT2020znl,AT2020znl,2020/11/13.159,'06:13:17.780,-15:53:31.40,0.04,17.8,---,17.145,6.72,II,WISEA J061318.01-155337.9,MASTER,No
MASTER OT J140216.0-533228.8,---,2019/01/21.098,'14:02:16.000,-53:32:28.80,0.01257,16.4,---,16.73,20.4028985,Ia,ESO 174- G 005,MASTER,Yes
