HostName,Redshift,SNName,Type,Offset,Av,NUVmag,,umag,,gmag,,rmag,,imag,,zmag,,ymag,,Jmag,,Hmag,,Kmag,,W1mag,,W2mag,
WISEA J153030.68-123612.4,0.021158,2020dyf,Ia,15.7,0.505,---,---,16.476,0.013,15.37950039,0.001324,14.65439987,0.000912,14.29100037,0.000585,13.7585001,0.001342,13.88650036,0.001349,13.67,0.078,12.834,0.094,12.372,0.067,11.175,0.022,10.992,0.02
WISEA J025820.10+405525.8,'---,2020eaf,II,2.6,0.345,18.5842,0.0886,---,---,---,---,---,---,---,---,---,---,---,---,15.695,0.096,15.087,0.128,14.582,0.093,15.043,0.034,14.83,0.063
UGC 03223,0.015621,2020eai,Ib,21.56382359,0.397,---,---,---,---,15.53320026,0.001924,13.08600044,0.000385,12.69250011,0.000283,12.50839996,0.000623,12.23589993,0.00096,13.305,0.079,12.583,0.083,11.852,0.056,10.814,0.023,10.582,0.021
WISEA J152314.45+000357.8,0.070933,2020eci,Ia,8.3,0.177,20.2483,0.2016,18.309,0.024,16.66329956,0.003495,16.02939987,0.001933,15.50759983,0.002502,15.33110046,0.002398,14.88739967,0.004732,16.022,0.112,15.53,0.154,14.794,---,12.301,0.033,11.945,0.033
ESO 572- G 035,0.021401,2020ecn,Ia-91bg,6.6,0.109,---,---,---,---,14.72089958,0.001046,14.05140018,0.000831,13.70979977,0.000457,13.40229988,0.001016,13.15869999,0.001334,13.047,---,12.24,0.045,11.879,---,11.26,0.023,11.274,0.022
WISEA J131613.68-223330.0,'---,2020edi,SLSN-II,1.4,0.241,20.949,0.1754,---,---,18.81949997,0.00882,18.18950081,0.006014,17.74600029,0.004644,17.49769974,0.007677,17.3178997,0.011744,16.339,0.104,15.423,0.105,14.624,0.107,13.854,0.028,13.111,0.029
NGC 5157,0.024377,2020ees,Ia,23.56367859,0.024,---,---,15.206,0.008,13.70479965,0.000667,13.07769966,0.000506,12.71920013,0.000498,12.51860046,0.000533,12.50459957,0.000974,13.671,0.095,12.912,0.111,12.771,0.087,11.229,0.024,11.333,0.022
WISEA J115248.81+074049.4,'---,2020efe,Ia,6.8,0,20.1689,0.1027,19.48,0.092,18.99259949,0.014141,18.71419907,0.015149,18.47870064,0.011987,19.10330009,0.029132999,19.3029995,0.056150999,---,---,---,---,---,---,16.885,0.115,16.993,0.499
IC 2560,0.009757,2020ejm,Ia,1.707514271,0.293,15.0714,0.0128,---,---,---,---,---,---,---,---,---,---,---,---,12.496,0.066,11.812,0.099,11.277,0.058,10.026,0.022,9.387,0.02
UGC 10528,0.01425,2020ekk,II,66.70861003,0.189,17.4745,0.039,16.359,0.011,13.61330032,0.000768,17.03919983,0.004104,16.29409981,0.002485,15.47430038,0.002881,14.63529968,0.001356,12.395,0.044,11.892,0.058,11.511,0.048,9.488,0.023,9.528,0.018
IC 1222,0.030773,2020enm,Ia-99aa,25.57440199,0.009,15.9461,0.0114,15.545,0.009,17.42919922,0.002141,15.75189972,0.001055,14.07759953,0.000484,13.29780006,0.000712,14.08590031,0.002463,14.104,0.062,13.251,0.059,12.779,0.043,11.683,0.023,11.517,0.021
WISEA J161802.44+180238.2,0.045434,2020eoe,II,7.154703436,0.137,18.8359,0.0431,18.397,0.034,18.33779907,0.008046,17.78910065,0.008802,17.53560066,0.006075,17.25889969,0.012116,17.32299995,0.020248,---,---,---,---,---,---,15.351,0.035,15.141,0.067
VCC 0528,0.023476,2020epi,Ic,17.2,0,18.5214,0.0453,17.207,0.014,16.11240005,0.002848,15.5447998,0.001906,15.26229954,0.001789,15.1072998,0.003211,14.88239956,0.004558,15.468,0.187,14.724,0.213,14.409,0.209,13.517,0.027,13.388,0.036
WISEA J091427.17-101552.0,0.050718,2020erg,Ia,5.3,0.133,19.5112,0.0959,---,---,15.93319988,0.001951,15.21280003,0.0013,14.74520016,0.00087,14.48700047,0.001415,14.17440033,0.002556,16.275,0.092,15.738,0.125,15.601,0.196,11.847,0.023,11.646,0.021
WISEA J142058.41-224523.7,0.026,2020ery,Ia,4.7,0.341,18.2677,0.0583,16.823,0.013,15.44250011,0.001074,14.78489971,0.000631,14.45320034,0.000571,14.21990013,0.000913,13.90139961,0.001522,13.887,0.085,13.117,0.101,12.66,0.074,11.459,0.023,11.282,0.021
WISEA J081844.81+524947.0,0.033843,2020esx,II,1.8,0.125,---,---,18.652,0.028,17.63400078,0.005109,17.31130028,0.004929,17.12619972,0.003714,16.97120094,0.008338,16.97909927,0.014932,15.592,0.146,14.898,0.185,14.531,0.16,15.133,0.035,15.043,0.073
WISEA J170117.96+025440.7,'---,2020eth,Ia,8.6,0.341,18.6476,0.0428,---,---,16.51799965,0.002607,16.0170002,0.002579,15.78740025,0.001756,15.63500023,0.003451,15.49530029,0.006046,15.968,0.139,15.368,0.148,14.939,0.166,13.562,0.026,13.365,0.032
WISEA J131843.89+503717.2,'---,2020exr,Ia,14.3,0.053,---,---,22.4,0.245,22.26539993,0.093956999,21.14990044,0.045329999,20.74270058,0.041707002,20.85659981,0.088908002,20.80419922,0.210685998,14.024,0.073,13.37,0.091,12.947,0.062,17.385,0.137,17.236,0.456
SDSS J111147.15+292305.9,'---,2020eyj,Ia,0.7,0.027,21.8329,0.2777,20.787,0.104,20.50180054,0.026233001,20.22229958,0.028107001,19.98430061,0.023146,19.90430069,0.049986999,20.05439949,0.095565997,---,---,---,---,---,---,---,---,---,---
WISEA J153215.95-200509.9,'---,2020fca,II,1.14,0.601,---,---,---,---,17.72139931,0.004656,17.2840004,0.004537,17.18059921,0.005751,17.05240059,0.007618,16.92630005,0.012813,---,---,---,---,---,---,14.926,0.036,14.765,0.072
NGC 5635,0.014397,2020fcw,Ia,3.971156433,0,---,---,15.112,0.006,14.42319965,0.000556,12.47039986,0.000309,12.12860012,0.000249,11.7826004,0.000298,11.56379986,0.000602,12.444,0.069,11.668,0.08,11.082,0.045,9.988,0.023,10,0.019
CGCG 108-053,0.014377,2020fhs,Ia-91bg,12.27851461,0.061,19.7102,0.0922,16.295,0.01,14.54059982,0.000966,13.86180019,0.000498,13.50549984,0.000329,13.25249958,0.000656,12.98110008,0.001206,13.34,0.052,12.668,0.064,12.297,0.042,11.464,0.023,11.537,0.021
ARP 299,0.0104,2020fkb,Ib/c,23.2,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
CGCG 235-032,0.031512,2020fob,Ia,14.33177312,0.201,---,---,17.919,0.019,15.99779987,0.002405,15.19419956,0.001568,14.86060047,0.000705,14.50549984,0.001643,14.30220032,0.002904,14.004,0.058,13.228,0.064,13.041,0.053,12.294,0.024,12.32,0.024
NGC 4568,0.007446,2020fqv,IIb,29.88674997,0.011,---,---,13.73,0.003,12.97280025,0.000069,16.27960014,0.001036,15.4993,0.000704,15.38850021,0.001062,12.36229992,0.000409,12.443,0.093,11.622,0.08,10.907,0.062,9.322,0.022,9.092,0.019
ESO 515- G 004,0.007515,2020fsb,II,5.310219179,0.589,---,---,---,---,14.09980011,0.001194,13.67640018,0.000776,13.30430031,0.00063,13.03499985,0.000921,13.49590015,0.00283,15.646,0.235,13.591,---,13.395,---,12.075,0.024,11.999,0.025
WISEA J123157.79-203303.8,0.044671,2020fsl,Ia,2.8,0.117,18.5809,0.0406,---,---,16.10320091,0.00219,15.53380013,0.001428,15.23770046,0.001165,15.08580017,0.001731,14.87199974,0.00279,14.729,0.075,14.133,0.082,13.64,0.082,12.772,0.023,12.722,0.026
WISEA J125303.79-152701.4,0.042993,2020ftd,Ia,11.7,0.009,---,---,---,---,16.05270004,0.001573,15.14659977,0.000949,14.81820011,0.001146,14.59829998,0.001092,14.31040001,0.00221,14.193,0.071,13.359,0.081,12.949,0.06,12.25,0.022,12.239,0.023
NGC 4277,0.007295,2020ftl,Ia,7.099927068,0,19.2887,0.1614,15.379,0.009,14.1402998,0.000833,13.55529976,0.000671,13.39009953,0.000495,12.89859962,0.000701,12.84969997,0.001524,13.782,0.066,13.478,0.14,13.008,0.083,11.828,0.023,11.946,0.023
2MASS J11242441-0816093,'---,2020fvo,Ia,0.1,0.085,20.7562,0.128,19.913,0.054,17.85950089,0.007495,17.4708004,0.008335,16.93250084,0.007063,17.0760994,0.007582,16.99449921,0.018324001,16.929,0.224,15.901,0.179,14.406,---,---,---,---,---
WISEA J201542.92-061859.6,0.01893,2020fzj,II,1.9,0.213,17.8619,0.0619,---,---,16.29759979,0.003223,15.87549973,0.002605,15.55959988,0.002512,15.42710018,0.00366,15.39109993,0.007837,15.53,0.1,14.654,0.111,14.53,0.128,14.063,0.031,13.941,0.043
WISEA J075108.93+224426.9,0.028817,2020fzx,Ia,0.7,0.221,20.9544,0.1839,19.707,0.05,18.27179909,0.012653,17.56739998,0.011819,17.34129906,0.006677,17.0447998,0.010108,16.89550018,0.015799001,14.82,0.062,14.155,0.075,13.902,0.065,14.125,0.029,13.447,0.034
WISEA J122946.18+424356.1,0.038634,2020gac,II,2.2,0,18.6082,0.0668,18.001,0.023,16.91320038,0.003833,16.55550003,0.002712,16.24780083,0.003281,16.1923008,0.004377,15.91679955,0.008756,14.729,0.075,14.133,0.082,13.64,0.082,14.306,0.028,14.039,0.039
WISEA J195356.53+020405.3,0.025234,2020gad,Ia,2.3,1.053,17.7599,0.0288,---,---,15.15289974,0.000967,14.51109982,0.00058,14.2123003,0.000528,14.06159973,0.000823,14.02719975,0.00208,12.801,0.025,12.363,0.027,12.259,0.026,11.305,0.023,11.067,0.021
CGCG 052-024,0.042199,2020gc,II,25.3,0.225,17.9024,0.0429,---,---,15.7177,0.002313,15.26309967,0.00166,14.98890018,0.001576,14.85400009,0.002304,14.69999981,0.004697,15.798,0.17,14.891,0.172,14.402,0.14,12.957,0.025,12.872,0.027
NGC 5110,0.018396,2020gdw,Ia,175.18,0.093,---,---,---,---,13.0486002,0.000393,12.28520012,0.000335,11.91639996,0.000225,11.63440037,0.00028,11.45650005,0.000513,12.542,0.102,11.65,0.109,11.173,0.064,10.045,0.023,10.084,0.02
LCRS B110507.0-051604,0.05,2020gho,Ia,0.5,0.101,20.6986,0.1206,---,---,16.64789963,0.002753,15.87709999,0.00147,15.49429989,0.001869,15.2876997,0.002146,15.14229965,0.003966,14.935,0.08,14.117,0.083,13.636,0.072,12.705,0.024,12.514,0.024
NGC 6214,0.025414,2020gpe,II,9.849763277,0.077,16.2074,0.0197,---,---,13.92389965,0.000804,13.29810047,0.00036,12.97649956,0.000306,12.76729965,0.000548,12.52700043,0.000979,12.896,0.053,12.137,0.061,11.715,0.041,10.715,0.022,10.667,0.02
WISEA J122800.53+410715.4,0.037892,2020hek,Ia,4.8,0,19.5174,0.1066,18.725,0.03,17.64710045,0.004823,17.20569992,0.005733,16.9612999,0.004786,16.92110062,0.006162,16.7723999,0.00953,16.545,0.148,16.164,0.206,14.917,---,14.744,0.03,14.57,0.051
CGCG 112-050,0.033346,2020hen,Ia,18.5,0.357,---,---,---,---,15.47379971,0.001172,14.6189003,0.000591,14.17370033,0.000548,13.90649986,0.000998,13.64659977,0.001611,13.347,0.042,12.377,0.042,12.134,0.043,11.5,0.023,11.514,0.021
WISEA J135328.00+075434.7,0.037366,2020hfk,Ia,2.4,0.01,19.832,0.1326,18.326,0.023,16.71500015,0.00239,16.08569908,0.001469,15.75749969,0.001074,15.46179962,0.001728,15.26299953,0.003199,14.707,0.07,14.043,0.082,13.64,0.067,12.98,0.024,12.908,0.025
2MASX J11033713+2159082,0.059218,2020hfx,Ia,3.5,0,20.6068,0.2719,17.751,0.017,16.06679916,0.002451,15.35400009,0.001495,14.9758997,0.001602,14.7414999,0.001385,14.52540016,0.002574,14.204,0.04,13.571,0.046,13.272,0.052,12.824,0.033,12.805,0.037
2MASX J17012234+2018549,0.035225,2020hgo,II,3.9,0.317,---,---,18.517,0.029,16.63209915,0.002582,15.88500023,0.001806,15.44120026,0.001205,15.12180042,0.002094,14.87030029,0.003409,14.767,0.071,13.978,0.085,13.118,---,12.995,0.029,12.957,0.032
WISEA J141819.08+385545.6,0.043192,2020hgw,II,0.4,0,---,---,17.967,0.015,17.35110092,0.0041,17.25849915,0.003593,17.22130013,0.002685,17.16959953,0.004862,17.1182003,0.010611,13.887,0.085,13.117,0.101,12.66,0.074,15.346,0.035,15.238,0.063
WISEA J083511.96+605015.1,0.027423,2020hla,Ia,6.3,0.125,---,---,17.971,0.021,17.13949966,0.002495,16.6284008,0.002399,16.39139938,0.001875,16.18840027,0.003629,16.09090042,0.007404,13.793,0.083,13.165,0.096,12.706,0.078,14.141,0.026,13.994,0.037
WISEA J072622.16+361400.6,'---,2020hni,Ia,1.3,0.233,20.1641,0.1191,19.352,0.074,18.16690063,0.008371,17.63170052,0.008319,17.48410034,0.005779,17.56760025,0.012766,17.35000038,0.018474,15.082,0.076,14.511,0.098,14.197,0.082,15.889,0.055,15.782,0.138
MCG -3-50-3,0.020014,2020hox,II,62.94,0.425,---,---,---,---,15.09899998,0.001477,14.37950039,0.001043,13.53380013,0.000618,13.66909981,0.001473,14.49069977,0.003824,14.094,0.096,13.663,0.193,12.974,0.103,11.297,0.023,11.276,0.022
NGC 3643,0.005811,2020hvf,Ia,22.02829562,0.085,19.1899,0.0917,15.797,0.01,14.37860012,0.001334,13.73519993,0.000919,13.39159966,0.000448,13.10910034,0.000883,12.98449993,0.0015,14.632,0.148,13.876,0.147,13.453,0.114,12.011,0.023,12.084,0.024
NGC 6118,0.005247,2020hvp,Ib,52.64311366,0.453,---,---,15.383,0.013,10.08609962,0.000029,17.62940025,0.002117,17.25009918,0.001626,12.55270004,0.000599,15.98429966,0.00239,14.205,0.119,13.665,0.199,13.188,0.116,11.089,0.022,11.16,0.022
UGC 10561,0.019043,2020hvq,Ia,17.04080284,0.029,---,---,16.82,0.019,14.75419998,0.00171,13.86929989,0.000729,13.46259975,0.00063,13.05620003,0.001138,12.86260033,0.001949,13.218,---,12.533,0.066,12.161,0.056,11.114,0.024,11.015,0.022
MCG +07-34-111,0.032206,2020hyh,Ia,14.004,0,---,---,17.163,0.016,17.77729988,0.002531,14.8689003,0.000924,14.33780003,0.000762,13.92739964,0.001553,13.6789999,0.002353,14.205,0.072,13.697,0.093,13.277,0.072,12.185,0.023,12.212,0.022
ESO 531- G 023,0.030835,2020ibo,Ia,8.628062553,0.089,17.4649,0.0265,---,---,15.26920033,0.001574,14.72439957,0.001275,14.46710014,0.000994,14.34910011,0.002198,14.31669998,0.004009,15.837,0.152,15.028,0.2,14.616,0.144,13.177,0.025,13.094,0.03
MAPS-NGP O_215_0037253,'---,2020ihr,Ia,6.06,0,---,---,21.566,0.854,19.4836998,0.007337,18.91110039,0.005872,18.8939991,0.003179,17.1576004,0.005559,15.62909985,0.007124,---,---,---,---,---,---,---,---,---,---
CGCG 012-072 NED03,0.047104,2020iic,Ibn,3.5,0.045,18.7423,0.0764,18.513,0.035,17.22050095,0.004042,16.8451004,0.002788,16.64139938,0.003579,16.60849953,0.006861,16.62439919,0.010251,---,---,---,---,---,---,---,---,---,---
WISEA J111214.74-020006.1,0.0467,2020ikp,II,2.3,0.081,19.8438,0.0913,19.111,0.052,19.24600029,0.012415,19.06389999,0.010314,19.01339912,0.015747,19.50250053,0.028294001,19.67429924,0.074219003,14.777,0.089,13.999,0.091,13.488,0.075,17.056,0.13,16.481,---
IC 2497,0.050002,2020ilb,Ia,3.8,0,19.8586,0.1851,17.28,0.016,15.61470032,0.001726,14.79559994,0.000953,14.41380024,0.000581,14.17140007,0.001218,13.8973999,0.00232,13.588,0.053,12.923,0.074,12.528,0.061,11.463,0.023,11.153,0.021
IC 1528,0.012699,2020izc,II,50.28339484,0.172,15.5244,0.0155,14.633,0.007,18.45140076,0.004252,15.13939953,0.000692,14.63869953,0.000566,13.72060013,0.001094,13.46920013,0.001583,14.571,0.14,13.776,0.119,13.241,0.111,11.528,0.022,11.479,0.021
2MFGC 16277,0.051519,2020jck,Ia,2.3,0.117,19.5174,0.1291,18.407,0.037,16.72019958,0.003506,16.0121994,0.002925,15.57279968,0.001947,15.52709961,0.003722,15.44699955,0.006933,15.698,0.159,15.149,0.21,14.53,0.133,13.272,0.025,13.159,0.03
CGCG 097-064,0.019777,2020jee,Ia,1.578021537,0,20.3286,0.1387,16.984,0.021,15.49960041,0.001451,14.8696003,0.001208,16.11989975,0.001345,16.09420013,0.001785,14.16230011,0.002737,14.867,0.077,14.337,0.089,14.073,0.098,12.921,0.024,12.955,0.029
MESSIER 061,0.005224,2020jfo,IIP,72.21,0,---,---,---,---,11.06760025,0.000052,7.626369953,0.000004,9.679369926,0.000034,10.20349979,0.000072,10.17350006,0.000111,11.379,0.067,10.783,0.106,10.194,0.062,9.024,0.024,8.986,0.02
WISEA J230635.97+003641.9,0.016231,2020jfv,IIb,2.8,0.153,18.848,0.0778,17.941,0.045,16.79150009,0.003314,16.39010048,0.004004,16.16970062,0.00171,16.07299995,0.004612,15.99279976,0.009908,14.261,0.031,13.629,0.037,13.493,0.045,14.749,0.033,14.652,0.065
IC 1050,0.032147,2020jgs,Ia,2.188831331,0.091,17.4495,0.0456,16.537,0.01,14.90120029,0.001138,14.32960033,0.000662,14.03250027,0.000602,13.83310032,0.000822,13.61079979,0.002047,13.421,0.039,12.728,0.05,12.431,0.043,11.356,0.023,11.303,0.02
UGC 08325,0.015439,2020jhf,Ia,1.910424724,0.029,---,---,17.102,0.018,15.38720036,0.002623,14.69229984,0.00181,14.31849957,0.001157,14.10949993,0.001744,13.95559978,0.002334,14.943,0.157,14.142,0.145,13.853,0.129,12.107,0.023,12.138,0.023
WISEA J233543.24+471508.9,'---,2020jit,Ia,4.2,0.689,19.99,0.1391,17.929,0.042,16.3696003,0.002677,15.53149986,0.001583,15.12010002,0.001366,14.83500004,0.001806,14.55389977,0.003587,15.842,0.077,15.084,0.097,14.733,0.101,12.507,0.023,12.541,0.024
WISEA J120258.54+200506.9,0.023706,2020jny,Ia,0.930599078,0.038,20.5057,0.2527,18.79,0.04,17.2696991,0.004154,16.69549942,0.003246,16.4034996,0.003235,16.19709969,0.004008,16.0529995,0.007449,14.635,0.045,13.947,0.044,13.573,0.053,14.265,0.029,14.196,0.045
WISEA J102721.08+002520.3,0.021703,2020jol,Ia,1,0.113,19.4949,0.102,18.395,0.021,17.46170044,0.002993,17.07349968,0.003497,16.92939949,0.004621,16.80970001,0.004476,16.72270012,0.009833,16.408,0.21,15.926,0.286,14.598,---,14.883,0.034,14.787,0.065
IC 0564,0.019977,2020jsh,Ia,8.650179485,0.121,---,---,16.253,0.01,14.62170029,0.000895,13.34990025,0.000384,13.04339981,0.00059,12.76729965,0.000611,13.04370022,0.001204,13.813,0.122,13.065,0.161,12.447,0.089,10.791,0.023,10.561,0.02
2MASX J15013785+7818432,'---,2020kej,Ia,12.8,0.081,21.3772,0.2275,---,---,17.41729927,0.006024,16.67340088,0.005686,16.34390068,0.005456,16.06380081,0.005471,15.89309978,0.012721,16.227,0.182,15.168,0.157,14.722,0.146,13.688,0.026,13.557,0.029
LSBC F821-01,0.030925,2020khr,Ia,2.7,0.201,19.1003,0.0774,16.913,0.012,14.90610027,0.000877,15.69659996,0.000874,13.83139992,0.000393,13.64599991,0.000786,13.39099979,0.001182,13.682,0.083,13.136,0.1,12.631,0.085,11.359,0.022,11.298,0.022
CGCG 050-050,0.022906,2020kpx,Ia,7.94588669,0.129,17.3838,0.0372,16.524,0.017,15.64640045,0.003739,18.41810036,0.005288,14.27219963,0.001137,18.73270035,0.009057,14.50730038,0.004834,15.753,0.131,15.145,0.154,14.95,0.171,13.267,0.027,13.194,0.03
CGCG 137-064,0.031916,2020kyx,Ia,9.150839321,0.169,19.1545,0.0664,16.665,0.011,14.92380047,0.001046,14.12609959,0.000741,13.73649979,0.000416,13.47949982,0.00086,13.23480034,0.001185,13.412,0.069,12.581,0.073,12.432,0.07,11.285,0.022,11.238,0.021
CGCG 169-041,0.030814,2020lao,Ic-BL,6.3,0.217,17.3773,0.0335,16.28,0.012,14.43939972,0.00084,13.81270027,0.000563,13.51060009,0.000494,13.30700016,0.000628,13.09010029,0.001152,13.378,0.054,12.768,0.058,12.486,0.056,11.37,0.022,11.419,0.02
2MASX J14375965+0923153,0.030716,2020lil,Ia,2.6,0.029,18.8246,0.0448,17.759,0.026,16.57220078,0.003029,16.03450012,0.002339,15.80249977,0.002226,15.50430012,0.00315,15.34130001,0.005496,---,---,---,---,---,---,14.182,0.029,14.091,0.042
NGC 0582,0.014497,2020lkb,II,40.02070249,0.157,---,---,15.689,0.01,15.08300018,0.001093,14.65240002,0.000666,14.12539959,0.001115,13.6928997,0.000811,12.19419956,0.001049,13.501,0.078,12.844,0.086,12.355,0.061,10.896,0.022,10.819,0.02
KUG 1429+334,0.022606,2020lkw,II,3.7,0,16.1487,0.0148,15.251,0.005,17.47839928,0.00277,14.4751997,0.000772,14.36730003,0.000724,15.81939983,0.003321,15.55090046,0.004794,14.757,0.084,14.193,0.116,13.964,0.101,12.495,0.023,12.319,0.023
UGC 10287,0.030277,2020lsc,Ia,7.01834364,0.089,17.0095,0.022,15.686,0.008,16.17060089,0.002304,13.70219994,0.00046,13.01860046,0.000344,12.90470028,0.000829,12.76200008,0.001538,13.032,0.04,12.296,0.039,11.966,0.036,10.941,0.022,10.854,0.02
ESO 501- G 075,0.017489,2020lse,Ia,41.7,0.285,15.8749,0.0159,---,---,18.75830078,0.004885,16.65469933,0.003836,17.40180016,0.002349,12.46249962,0.000887,16.92340088,0.004487,15.252,0.152,14.606,0.145,14.071,0.143,11.97,0.024,11.91,0.023
CGCG 135-044,'---,2020lwk,Ia,10.93168411,0.177,---,---,17.508,0.024,15.88490009,0.001862,14.98849964,0.001297,14.29660034,0.000492,14.06260014,0.001258,13.79510021,0.002077,14.337,0.066,13.668,0.08,13.377,0.07,12.342,0.024,12.383,0.024
WISEA J003608.66+254504.3,0.03317,2020lxu,Ia,1,0.081,21.8078,0.329,18.226,0.021,16.31520081,0.00171,15.5479002,0.000889,15.1388998,0.00078,14.91100025,0.001417,14.66790009,0.00286,14.155,0.057,13.513,0.07,13.125,0.056,12.679,0.03,12.717,0.033
WISEA J202332.22+194236.1,0.047349,2020mbf,Ia,7.9,0.957,---,---,---,---,16.07119942,0.001819,14.58090019,0.001085,14.10179996,0.000943,13.74870014,0.001422,13.57569981,0.00232,16.677,0.179,15.047,---,15.253,---,11.767,0.023,11.832,0.022
ARK 491,0.030435,2020mcc,Ia,0.720268142,0.033,17.0859,0.0258,16.433,0.009,15.15019989,0.001257,14.73289967,0.0009,14.53649998,0.000975,14.42090034,0.0014,14.30700016,0.002851,14.632,0.066,13.944,0.07,13.691,0.072,12.5,0.022,12.379,0.023
WISEA J143702.38+233738.3,0.039225,2020mfx,Ia,2.1,0.083,21.1476,0.3304,19.535,0.06,18.18519974,0.005753,17.53100014,0.004801,17.19630051,0.004477,17.03179932,0.006208,16.82229996,0.012268,---,---,---,---,---,---,14.795,0.029,14.654,0.051
UGC 09299,0.00515,2020mjm,II,79.9814724,0.093,15.6006,0.0184,15.368,0.008,10.81799984,0.000047,14.51720047,0.00169,12.01930046,0.000385,19.40270042,0.015459,14.76570034,0.005316,---,---,---,---,---,---,13.779,0.028,13.658,0.038
NGC 2814,0.00531,2020mmz,II,2.831744779,0.145,---,---,15.092,0.006,14.61750031,0.001172,18.18950081,0.004279,13.81089973,0.000671,13.62790012,0.001307,14.10000038,0.003201,15.201,0.09,14.331,0.094,13.196,---,11.946,0.023,11.743,0.022
2MFGC 13351,0.025885,2020mnv,Ia,4,0.017,20.2314,0.1187,18.29,0.034,16.61429977,0.002697,15.92350006,0.001898,15.51970005,0.001739,15.23349953,0.002186,14.99639988,0.004409,14.545,---,14.323,0.082,13.355,---,12.503,0.246,12.54,0.023
WISEA J223323.71+113047.8,0.025491,2020mo,Ia,7.1,0.169,18.8247,0.0542,18.054,0.06,---,---,---,---,---,---,---,---,---,---,15.968,0.127,15.22,0.137,14.822,0.138,15.215,0.043,15.144,0.099
WISEA J000527.62+323201.4,'---,2020mos,Ia,4.2,0.149,19.8147,0.0788,19.448,0.091,18.18190002,0.009721,17.93280029,0.007888,17.86359978,0.00949,17.62369919,0.015760999,17.88220024,0.027620999,16.727,0.142,16.212,0.203,15.937,---,15.691,0.044,15.867,0.143
WISEA J120547.82-314615.3,0.023413,2020mtk,Ia,0.6,0.325,18.1899,0.0343,---,---,---,---,---,---,---,---,---,---,---,---,15.201,0.108,14.4,0.126,14.114,0.092,13.396,0.038,13.168,0.04
ESO 444- G 075,0.015037,2020mvk,II,18.99337547,0.121,16.0906,0.0148,---,---,---,---,---,---,---,---,---,---,---,---,15.365,0.146,14.639,0.211,14.506,0.192,12.511,0.024,12.421,0.025
UGC 00460,0.017392,2020nac,Ib,12.8,1.089,---,---,---,---,14.99030018,0.001264,14.42700005,0.000978,13.69149971,0.00082,13.59930038,0.001292,13.39620018,0.002036,14.82,0.092,14.048,0.115,13.762,0.105,11.921,0.022,11.773,0.023
WISEA J135939.02+294236.7,'---,2020naj,Ia,0.4,0,20.766,0.1927,20.237,0.083,19.15309906,0.016697001,18.80830002,0.011867,18.57579994,0.011288,18.58650017,0.018513,18.64240074,0.031287,15.664,0.07,15.287,0.084,15.211,0.16,16.467,0.057,16.542,0.205
UGC 07104,0.021896,2020nap,II,4.6,0.122,---,---,22.685,4.016,17.08169937,0.004243,16.86879921,0.006731,16.45159912,0.004464,16.34420013,0.006939,16.24139977,0.010888,16.667,0.15,15.287,---,14.769,---,---,---,---,---
WISEA J000818.95+080715.5,0.017082,2020nco,II,1.1,0.305,19.5701,0.1608,17.098,0.017,15.72560024,0.001767,15.05160046,0.000877,14.75909996,0.000773,14.47200012,0.001835,14.23919964,0.00283,14.124,0.067,13.506,0.085,12.988,0.065,11.975,0.026,11.798,0.024
WISEA J151959.13+204247.4,0.040954,2020nef,Ia,0.2,0.181,21.1019,0.2411,17.562,0.015,15.70470047,0.001439,14.9126997,0.000827,14.52530003,0.00054,14.25860023,0.00113,14.02289963,0.002127,14.739,0.069,13.741,0.072,13.095,0.05,11.97,0.023,11.993,0.021
NGC 4939,0.010381,2020nif,II,42.06913245,0.113,14.1193,0.0099,---,---,16.00769997,0.001109,12.91489983,0.000387,12.87580013,0.000331,12.0532999,0.000363,12.42920017,0.000606,12.918,0.101,12.216,0.13,11.682,0.072,10.046,0.022,9.694,0.02
MCG -02-06-017,0.015714,2020njz,Ic,9.156259116,0.011,15.8383,0.0144,---,---,9.489190102,0.000015,17.99329948,0.00239,11.19569969,0.000064,13.15869999,0.001179,17.67399979,0.007689,15.536,0.119,14.931,0.145,14.69,0.167,12.786,0.026,12.656,0.026
WISEA J082104.49-223051.3,'---,2020nku,IIn,3.1,---,---,---,---,---,16.23570061,0.001895,15.70909977,0.001927,15.47889996,0.001267,15.31040001,0.002347,15.09060001,0.005446,15.592,0.146,14.898,0.185,14.531,0.16,13.662,0.051,13.524,0.055
MESSIER 085,0.002432,2020nlb,Ia,43.14,0.028,14.8358,0.0127,12.838,0.002,10.38210011,0.000106,11.28240013,0.00015,10.04870033,0.000087,10.23069954,0.000128,9.773249626,0.000138,10.695,0.054,10.148,0.07,9.861,0.061,8.377,0.022,8.334,0.019
UGC 05567 ,0.015545,2020noe,IIP,5.1,0,17.8178,0.0481,17.306,0.019,21.81150055,0.053087,21.57799911,0.049111001,17.07029915,0.004725,17.52129936,0.016084,20.62290001,0.099662997,---,---,---,---,---,---,16.034,0.054,16.449,0.234
VCC 1152,0.024847,2020noz,IIn,8.1,0,17.4034,0.0393,16.227,0.014,14.82139969,0.00103,14.18249989,0.000825,13.88269997,0.000739,13.72220039,0.001245,13.45769978,0.002458,15.468,0.187,14.724,0.213,14.409,0.209,12.49,0.023,12.521,0.027
